,year,week,SMN,SMT,VCI,TCI,VHI,province
29536,2011,1,0.055,258.57,35.8,53.46,44.63,25
29537,2011,2,0.051,258.9,33.69,52.12,42.9,25
29538,2011,3,0.052,260.11,34.51,48.13,41.32,25
29539,2011,4,0.054,261.34,35.64,45.63,40.63,25
29540,2011,5,0.058,262.7,37.3,44.51,40.9,25
29541,2011,6,0.063,264.27,37.9,43.89,40.9,25
29542,2011,7,0.07,266.32,38.49,42.14,40.31,25
29543,2011,8,0.076,268.17,38.51,41.98,40.24,25
29544,2011,9,0.087,270.73,41.06,40.27,40.67,25
29545,2011,10,0.102,274.04,44.69,36.69,40.69,25
29546,2011,11,0.118,277.18,47.62,32.69,40.15,25
29547,2011,12,0.139,280.3,51.84,30.98,41.41,25
29548,2011,13,0.161,282.99,54.98,30.13,42.56,25
29549,2011,14,0.183,285.52,56.56,28.73,42.65,25
29550,2011,15,0.21,288.44,58.26,24.83,41.54,25
29551,2011,16,0.24,291.26,59.22,21.1,40.16,25
29552,2011,17,0.272,293.45,59.59,20.3,39.94,25
29553,2011,18,0.306,295.22,60.76,20.52,40.64,25
29554,2011,19,0.343,296.46,62.64,23.1,42.87,25
29555,2011,20,0.377,297.36,65.34,25.76,45.55,25
29556,2011,21,0.409,298.08,69.5,27.33,48.42,25
29557,2011,22,0.43,298.8,72.01,26.03,49.02,25
29558,2011,23,0.439,299.23,72.22,25.57,48.89,25
29559,2011,24,0.437,298.8,68.67,32.25,50.46,25
29560,2011,25,0.436,298.35,67.82,39.4,53.61,25
29561,2011,26,0.437,298.28,69.35,42.55,55.95,25
29562,2011,27,0.438,298.29,71.37,44.85,58.11,25
29563,2011,28,0.439,298.49,75.26,44.81,60.03,25
29564,2011,29,0.438,298.7,78.03,44.84,61.44,25
29565,2011,30,0.434,298.77,80.04,45.96,63.0,25
29566,2011,31,0.429,298.87,81.87,44.38,63.13,25
29567,2011,32,0.418,298.68,81.74,43.94,62.84,25
29568,2011,33,0.407,298.51,80.95,40.61,60.78,25
29569,2011,34,0.396,298.46,80.33,33.2,56.76,25
29570,2011,35,0.379,298.04,78.2,26.05,52.13,25
29571,2011,36,0.359,297.31,75.24,18.57,46.9,25
29572,2011,37,0.335,296.19,71.24,13.21,42.23,25
29573,2011,38,0.313,294.73,67.85,10.59,39.22,25
29574,2011,39,0.289,292.81,64.08,11.39,37.74,25
29575,2011,40,0.263,290.45,59.87,15.34,37.6,25
29576,2011,41,0.24,288.01,58.41,17.01,37.71,25
29577,2011,42,0.217,285.54,57.91,19.78,38.85,25
29578,2011,43,0.196,283.26,58.65,21.56,40.1,25
29579,2011,44,0.179,281.24,60.66,16.25,38.46,25
29580,2011,45,0.162,279.21,61.57,14.05,37.81,25
29581,2011,46,0.144,276.96,61.6,15.03,38.31,25
29582,2011,47,0.126,274.44,60.46,17.85,39.15,25
29583,2011,48,0.111,272.13,59.42,21.11,40.26,25
29584,2011,49,0.101,269.74,58.54,24.88,41.71,25
29585,2011,50,0.091,267.71,57.54,25.87,41.71,25
29586,2011,51,0.083,265.5,56.71,29.18,42.95,25
29587,2011,52,0.075,263.22,54.66,35.09,44.87,25
29588,2012,1,0.067,260.98,52.26,42.05,47.16,25
29589,2012,2,0.062,259.1,48.81,49.27,49.04,25
29590,2012,3,0.058,257.57,44.96,56.5,50.73,25
29591,2012,4,0.054,257.25,40.5,60.43,50.47,25
29592,2012,5,0.053,257.82,36.91,62.36,49.64,25
29593,2012,6,0.053,258.95,32.6,62.99,47.79,25
29594,2012,7,0.052,260.33,27.81,63.42,45.62,25
29595,2012,8,0.056,262.64,27.03,61.57,44.3,25
29596,2012,9,0.061,265.49,27.36,59.16,43.26,25
29597,2012,10,0.072,268.99,29.11,55.25,42.18,25
29598,2012,11,0.09,273.29,34.03,47.46,40.75,25
29599,2012,12,0.111,277.57,38.81,41.89,40.35,25
29600,2012,13,0.134,281.54,42.99,36.65,39.82,25
29601,2012,14,0.16,285.25,46.6,30.48,38.54,25
29602,2012,15,0.192,288.66,51.07,24.79,37.93,25
29603,2012,16,0.231,291.84,56.34,19.27,37.81,25
29604,2012,17,0.276,294.49,61.95,15.43,38.69,25
29605,2012,18,0.314,296.26,64.57,15.47,40.02,25
29606,2012,19,0.344,297.32,63.64,18.44,41.04,25
29607,2012,20,0.364,297.61,59.9,25.89,42.9,25
29608,2012,21,0.375,297.36,54.58,36.12,45.35,25
29609,2012,22,0.414,299.25,64.87,25.05,44.96,25
29610,2012,23,0.429,299.73,67.07,23.99,45.53,25
29611,2012,24,0.436,300.08,68.43,23.34,45.88,25
29612,2012,25,0.441,300.5,70.44,21.99,46.21,25
29613,2012,26,0.441,300.83,71.13,21.38,46.26,25
29614,2012,27,0.432,301.2,68.22,20.01,44.12,25
29615,2012,28,0.426,301.43,68.09,19.68,43.88,25
29616,2012,29,0.414,301.43,65.73,21.05,43.39,25
29617,2012,30,0.404,301.46,64.8,22.3,43.55,25
29618,2012,31,0.393,301.22,63.39,23.37,43.38,25
29619,2012,32,0.38,300.7,61.16,25.2,43.18,25
29620,2012,33,0.369,299.89,60.28,27.69,43.98,25
29621,2012,34,0.36,298.94,60.53,29.42,44.97,25
29622,2012,35,0.352,297.97,62.96,28.68,45.82,25
29623,2012,36,0.345,297.32,67.44,20.74,44.09,25
29624,2012,37,0.335,296.44,70.39,13.9,42.14,25
29625,2012,38,0.319,295.21,71.0,10.21,40.6,25
29626,2012,39,0.303,293.63,71.04,8.63,39.84,25
29627,2012,40,0.288,291.92,71.52,7.26,39.39,25
29628,2012,41,0.271,289.98,72.14,5.64,38.89,25
29629,2012,42,0.25,287.53,71.46,7.69,39.57,25
29630,2012,43,0.229,284.84,71.41,12.37,41.89,25
29631,2012,44,0.208,282.09,70.98,12.95,41.96,25
29632,2012,45,0.185,279.24,69.61,15.52,42.56,25
29633,2012,46,0.162,276.3,67.33,19.77,43.55,25
29634,2012,47,0.135,272.67,62.13,27.33,44.73,25
29635,2012,48,0.11,268.43,55.14,38.55,46.84,25
29636,2012,49,0.091,264.43,48.03,47.6,47.82,25
29637,2012,50,0.076,261.09,41.98,52.42,47.2,25
29638,2012,51,0.065,258.63,37.66,55.71,46.69,25
29639,2012,52,0.059,257.32,35.52,57.19,46.36,25
29640,2013,1,0.06,256.54,39.03,59.04,49.04,25
29641,2013,2,0.058,256.5,39.19,58.86,49.02,25
29642,2013,3,0.056,256.36,39.02,59.97,49.49,25
29643,2013,4,0.057,256.77,39.68,60.44,50.06,25
29644,2013,5,0.059,258.46,40.18,58.17,49.17,25
29645,2013,6,0.065,261.07,40.85,53.94,47.39,25
29646,2013,7,0.075,264.12,42.36,49.39,45.87,25
29647,2013,8,0.087,267.18,45.4,45.89,45.64,25
29648,2013,9,0.101,269.9,48.23,44.39,46.31,25
29649,2013,10,0.114,272.36,49.07,43.98,46.52,25
29650,2013,11,0.124,273.86,48.15,46.74,47.44,25
29651,2013,12,0.139,276.05,48.4,48.5,48.44,25
29652,2013,13,0.157,278.77,49.01,49.53,49.27,25
29653,2013,14,0.18,282.13,50.68,47.85,49.26,25
29654,2013,15,0.215,286.13,55.18,42.62,48.9,25
29655,2013,16,0.256,290.03,60.86,34.55,47.71,25
29656,2013,17,0.297,293.04,64.95,29.21,47.08,25
29657,2013,18,0.334,295.08,67.95,27.07,47.51,25
29658,2013,19,0.363,296.31,67.8,28.55,48.18,25
29659,2013,20,0.387,297.16,67.01,30.56,48.78,25
29660,2013,21,0.408,297.7,67.06,32.85,49.96,25
29661,2013,22,0.422,298.03,66.6,35.33,50.96,25
29662,2013,23,0.435,298.36,68.3,35.6,51.95,25
29663,2013,24,0.443,298.65,69.99,35.7,52.85,25
29664,2013,25,0.446,299.0,71.04,35.03,53.04,25
29665,2013,26,0.443,299.17,69.79,35.73,52.76,25
29666,2013,27,0.437,299.14,67.88,38.63,53.26,25
29667,2013,28,0.429,299.01,66.14,42.31,54.23,25
29668,2013,29,0.421,298.98,65.49,44.19,54.84,25
29669,2013,30,0.412,299.11,65.11,44.31,54.71,25
29670,2013,31,0.398,299.12,62.75,44.13,53.44,25
29671,2013,32,0.38,298.83,58.74,44.89,51.82,25
29672,2013,33,0.36,297.95,53.57,49.35,51.46,25
29673,2013,34,0.336,296.51,47.02,56.78,51.9,25
29674,2013,35,0.307,294.19,39.88,69.45,54.67,25
29675,2013,36,0.279,291.65,34.54,77.74,56.15,25
29676,2013,37,0.256,289.54,32.31,80.58,56.45,25
29677,2013,38,0.239,287.84,31.89,82.33,57.11,25
29678,2013,39,0.225,286.5,32.61,80.39,56.5,25
29679,2013,40,0.213,285.08,34.56,75.76,55.16,25
29680,2013,41,0.201,283.68,37.68,65.51,51.59,25
29681,2013,42,0.191,282.43,42.78,50.54,46.66,25
29682,2013,43,0.177,281.27,46.62,36.57,41.59,25
29683,2013,44,0.163,280.18,49.02,23.7,36.35,25
29684,2013,45,0.161,279.02,57.24,16.26,36.74,25
29685,2013,46,0.149,276.56,59.7,17.75,38.71,25
29686,2013,47,0.136,274.28,62.29,18.95,40.62,25
29687,2013,48,0.125,272.1,64.1,21.25,42.67,25
29688,2013,49,0.115,270.17,63.81,22.98,43.39,25
29689,2013,50,0.108,268.82,64.24,21.58,42.9,25
29690,2013,51,0.099,267.3,63.33,22.48,42.9,25
29691,2013,52,0.093,265.97,63.03,24.82,43.92,25
29692,2014,1,0.087,264.45,63.58,28.7,46.14,25
29693,2014,2,0.081,262.52,60.89,35.43,48.16,25
29694,2014,3,0.076,260.91,58.15,42.07,50.11,25
29695,2014,4,0.077,260.86,57.59,44.31,50.95,25
29696,2014,5,0.081,262.73,57.73,41.42,49.57,25
29697,2014,6,0.09,266.1,59.12,34.5,46.8,25
29698,2014,7,0.105,270.09,62.57,26.19,44.37,25
29699,2014,8,0.126,274.31,68.93,17.9,43.41,25
29700,2014,9,0.151,278.15,75.62,11.86,43.73,25
29701,2014,10,0.175,281.5,80.76,8.34,44.54,25
29702,2014,11,0.195,284.11,82.35,6.08,44.2,25
29703,2014,12,0.216,286.31,83.83,6.63,45.22,25
29704,2014,13,0.234,288.04,84.05,7.99,46.01,25
29705,2014,14,0.254,289.53,83.78,9.25,46.51,25
29706,2014,15,0.277,290.75,83.07,12.86,47.96,25
29707,2014,16,0.305,291.99,82.01,18.8,50.4,25
29708,2014,17,0.335,293.18,81.25,26.4,53.82,25
29709,2014,18,0.363,294.14,79.96,34.01,56.98,25
29710,2014,19,0.388,295.14,78.29,38.38,58.33,25
29711,2014,20,0.406,295.65,75.65,43.97,59.81,25
29712,2014,21,0.422,295.93,73.87,49.11,61.49,25
29713,2014,22,0.433,296.33,72.47,50.77,61.62,25
29714,2014,23,0.447,296.98,74.97,48.12,61.55,25
29715,2014,24,0.454,297.33,76.2,48.25,62.23,25
29716,2014,25,0.455,297.69,76.23,47.96,62.1,25
29717,2014,26,0.451,298.01,74.39,47.24,60.82,25
29718,2014,27,0.446,298.47,72.84,44.9,58.88,25
29719,2014,28,0.438,298.86,71.11,43.55,57.33,25
29720,2014,29,0.43,299.36,70.08,40.67,55.38,25
29721,2014,30,0.419,299.88,69.02,37.38,53.2,25
29722,2014,31,0.405,300.07,66.53,35.65,51.09,25
29723,2014,32,0.389,300.0,63.77,34.69,49.23,25
29724,2014,33,0.373,299.55,60.72,34.81,47.77,25
29725,2014,34,0.356,298.96,58.09,33.23,45.66,25
29726,2014,35,0.337,297.99,55.93,31.35,43.64,25
29727,2014,36,0.32,296.7,55.27,29.01,42.14,25
29728,2014,37,0.303,295.42,55.46,25.19,40.32,25
29729,2014,38,0.285,294.06,54.42,22.93,38.68,25
29730,2014,39,0.265,292.04,52.12,25.21,38.67,25
29731,2014,40,0.246,289.57,50.77,30.28,40.52,25
29732,2014,41,0.227,287.07,50.87,32.5,41.68,25
29733,2014,42,0.206,284.62,50.86,31.33,41.1,25
29734,2014,43,0.185,282.4,50.82,28.18,39.5,25
29735,2014,44,0.163,280.06,49.6,24.52,37.06,25
29736,2014,45,0.152,277.25,52.62,26.29,39.45,25
29737,2014,46,0.131,273.92,49.7,31.26,40.47,25
29738,2014,47,0.112,271.12,47.55,34.09,40.82,25
29739,2014,48,0.098,268.61,46.1,37.11,41.6,25
29740,2014,49,0.087,266.1,44.69,40.36,42.52,25
29741,2014,50,0.082,264.27,45.41,40.23,42.82,25
29742,2014,51,0.077,262.96,47.08,39.65,43.36,25
29743,2014,52,0.074,261.76,48.31,41.06,44.68,25
29744,2015,1,0.072,260.91,51.64,42.2,46.92,25
29745,2015,2,0.071,260.54,53.28,42.93,48.1,25
29746,2015,3,0.072,261.19,54.69,40.92,47.8,25
29747,2015,4,0.077,262.95,57.08,36.83,46.95,25
29748,2015,5,0.083,265.27,58.04,32.98,45.51,25
29749,2015,6,0.09,267.77,58.08,29.72,43.9,25
29750,2015,7,0.101,270.44,58.52,26.36,42.43,25
29751,2015,8,0.116,273.9,61.84,20.84,41.34,25
29752,2015,9,0.133,277.33,65.37,16.08,40.72,25
29753,2015,10,0.149,280.33,67.1,13.61,40.34,25
29754,2015,11,0.164,282.48,67.26,12.98,40.1,25
29755,2015,12,0.18,284.19,67.25,15.6,41.41,25
29756,2015,13,0.194,285.84,66.53,17.89,42.2,25
29757,2015,14,0.211,287.57,65.37,18.84,42.1,25
29758,2015,15,0.234,289.49,64.85,19.31,42.08,25
29759,2015,16,0.263,291.58,65.11,20.35,42.73,25
29760,2015,17,0.297,293.64,66.11,21.87,43.99,25
29761,2015,18,0.33,295.02,67.08,25.85,46.46,25
29762,2015,19,0.359,295.82,66.75,31.68,49.21,25
29763,2015,20,0.387,296.66,67.46,34.06,50.76,25
29764,2015,21,0.413,297.83,69.87,31.03,50.45,25
29765,2015,22,0.43,298.38,70.53,31.84,51.18,25
29766,2015,23,0.444,298.84,72.97,30.95,51.96,25
29767,2015,24,0.452,299.02,74.73,31.92,53.32,25
29768,2015,25,0.453,299.0,74.88,34.74,54.81,25
29769,2015,26,0.45,298.96,73.51,37.33,55.41,25
29770,2015,27,0.446,299.01,72.31,38.84,55.57,25
29771,2015,28,0.442,299.39,71.95,36.96,54.45,25
29772,2015,29,0.435,299.79,71.69,34.85,53.27,25
29773,2015,30,0.426,300.18,71.02,32.68,51.85,25
29774,2015,31,0.413,300.49,69.31,29.48,49.39,25
29775,2015,32,0.394,300.56,64.85,26.83,45.84,25
29776,2015,33,0.374,300.49,60.18,23.42,41.8,25
29777,2015,34,0.353,299.96,55.29,21.29,38.29,25
29778,2015,35,0.329,298.94,50.68,20.6,35.65,25
29779,2015,36,0.308,297.88,48.78,17.2,32.99,25
29780,2015,37,0.29,296.44,48.76,15.78,32.27,25
29781,2015,38,0.273,294.83,48.5,16.35,32.42,25
29782,2015,39,0.255,292.75,47.27,19.11,33.19,25
29783,2015,40,0.237,290.06,46.41,25.97,36.18,25
29784,2015,41,0.218,287.35,46.37,30.19,38.28,25
29785,2015,42,0.197,284.83,46.17,29.77,37.98,25
29786,2015,43,0.174,282.25,45.53,29.53,37.54,25
29787,2015,44,0.152,280.18,43.97,24.1,34.04,25
29788,2015,45,0.138,278.02,44.87,22.28,33.58,25
29789,2015,46,0.121,275.1,43.91,25.57,34.74,25
29790,2015,47,0.109,272.57,44.93,27.46,36.19,25
29791,2015,48,0.1,270.74,47.18,27.81,37.49,25
29792,2015,49,0.095,269.34,49.6,26.92,38.26,25
29793,2015,50,0.092,268.02,52.81,25.25,39.03,25
29794,2015,51,0.088,266.4,55.21,26.28,40.74,25
29795,2015,52,0.084,264.56,56.69,30.4,43.54,25
29796,2016,1,0.079,262.24,57.56,37.45,47.5,25
29797,2016,2,0.074,260.56,55.77,43.18,49.47,25
29798,2016,3,0.073,260.52,55.55,43.67,49.61,25
29799,2016,4,0.075,261.78,56.17,41.04,48.61,25
29800,2016,5,0.08,264.43,56.55,35.47,46.01,25
29801,2016,6,0.087,267.49,56.18,30.14,43.16,25
29802,2016,7,0.095,270.31,55.53,26.57,41.05,25
29803,2016,8,0.104,272.58,55.43,25.83,40.62,25
29804,2016,9,0.112,274.19,54.21,28.35,41.27,25
29805,2016,10,0.119,275.6,51.92,31.97,41.94,25
29806,2016,11,0.159,280.81,65.05,19.75,42.38,25
29807,2016,12,0.18,283.35,67.65,19.23,43.43,25
29808,2016,13,0.201,285.74,69.64,18.74,44.18,25
29809,2016,14,0.223,287.85,70.82,18.07,44.44,25
29810,2016,15,0.25,289.61,71.69,19.52,45.6,25
29811,2016,16,0.28,291.19,72.22,24.06,48.14,25
29812,2016,17,0.311,292.24,71.71,33.31,52.51,25
29813,2016,18,0.338,292.62,70.09,46.28,58.18,25
29814,2016,19,0.363,293.22,68.05,55.15,61.6,25
29815,2016,20,0.386,293.99,66.87,58.79,62.83,25
29816,2016,21,0.407,294.55,66.82,61.36,64.09,25
29817,2016,22,0.423,295.03,67.08,61.91,64.49,25
29818,2016,23,0.438,295.72,69.69,59.01,64.35,25
29819,2016,24,0.449,296.52,72.95,54.86,63.9,25
29820,2016,25,0.456,297.36,76.16,50.0,63.08,25
29821,2016,26,0.455,297.86,76.31,47.74,62.02,25
29822,2016,27,0.453,298.45,76.11,44.35,60.23,25
29823,2016,28,0.449,298.98,75.88,41.27,58.57,25
29824,2016,29,0.441,299.27,75.06,40.46,57.76,25
29825,2016,30,0.43,299.45,73.73,40.3,57.01,25
29826,2016,31,0.417,299.64,71.86,38.15,55.0,25
29827,2016,32,0.402,299.63,69.49,36.06,52.78,25
29828,2016,33,0.386,299.49,66.87,33.12,49.99,25
29829,2016,34,0.367,299.05,63.39,30.08,46.73,25
29830,2016,35,0.346,298.17,60.1,27.71,43.9,25
29831,2016,36,0.324,297.0,57.18,24.75,40.96,25
29832,2016,37,0.299,295.17,53.62,26.77,40.19,25
29833,2016,38,0.274,292.93,49.16,33.23,41.19,25
29834,2016,39,0.247,289.97,43.49,45.79,44.64,25
29835,2016,40,0.222,286.72,39.07,59.15,49.11,25
29836,2016,41,0.199,283.47,36.45,67.88,52.17,25
29837,2016,42,0.174,279.89,34.06,72.87,53.47,25
29838,2016,43,0.15,276.72,32.03,70.4,51.23,25
29839,2016,44,0.13,274.1,30.89,63.68,47.31,25
29840,2016,45,0.119,271.54,33.0,59.73,46.37,25
29841,2016,46,0.107,269.16,34.19,56.96,45.58,25
29842,2016,47,0.097,266.61,35.72,56.99,46.36,25
29843,2016,48,0.089,264.56,38.32,56.52,47.42,25
29844,2016,49,0.082,263.0,39.75,54.47,47.11,25
29845,2016,50,0.076,261.23,39.27,53.58,46.42,25
29846,2016,51,0.07,259.79,39.84,53.17,46.51,25
29847,2016,52,0.065,258.76,40.07,53.54,46.8,25
29848,2017,1,0.061,258.23,41.17,53.37,47.27,25
29849,2017,2,0.059,257.86,41.41,54.01,47.71,25
29850,2017,3,0.058,257.7,41.25,54.86,48.06,25
29851,2017,4,0.059,258.36,41.74,54.23,47.98,25
29852,2017,5,0.063,260.35,42.25,50.87,46.56,25
29853,2017,6,0.069,263.31,43.25,45.33,44.29,25
29854,2017,7,0.08,267.0,45.31,37.94,41.63,25
29855,2017,8,0.095,271.13,49.9,29.98,39.93,25
29856,2017,9,0.115,275.38,55.8,22.56,39.17,25
29857,2017,10,0.135,279.12,59.97,17.58,38.77,25
29858,2017,11,0.154,282.08,62.76,14.21,38.47,25
29859,2017,12,0.177,284.7,66.17,13.31,39.73,25
29860,2017,13,0.2,287.07,69.14,12.41,40.77,25
29861,2017,14,0.223,288.93,70.54,12.34,41.44,25
29862,2017,15,0.249,290.59,71.16,14.15,42.65,25
29863,2017,16,0.277,292.2,70.62,18.18,44.4,25
29864,2017,17,0.305,293.16,68.98,27.71,48.34,25
29865,2017,18,0.333,294.12,68.08,35.23,51.66,25
29866,2017,19,0.361,295.18,67.32,38.67,52.99,25
29867,2017,20,0.386,296.04,66.54,40.65,53.6,25
29868,2017,21,0.406,296.54,66.3,43.6,54.95,25
29869,2017,22,0.421,296.74,65.5,47.2,56.35,25
29870,2017,23,0.433,297.33,66.36,45.35,55.85,25
29871,2017,24,0.442,298.15,68.64,40.98,54.81,25
29872,2017,25,0.446,298.33,70.18,42.14,56.16,25
29873,2017,26,0.444,298.46,70.09,43.15,56.62,25
29874,2017,27,0.441,298.74,69.84,42.52,56.18,25
29875,2017,28,0.436,298.87,69.63,43.48,56.56,25
29876,2017,29,0.428,299.01,69.17,44.18,56.67,25
29877,2017,30,0.419,299.36,68.49,42.55,55.52,25
29878,2017,31,0.407,299.85,67.39,37.7,52.55,25
29879,2017,32,0.392,299.96,64.82,34.66,49.74,25
29880,2017,33,0.373,299.49,60.46,35.11,47.79,25
29881,2017,34,0.352,298.67,55.26,36.2,45.74,25
29882,2017,35,0.33,297.76,51.89,34.09,42.99,25
29883,2017,36,0.309,296.4,49.65,32.5,41.08,25
29884,2017,37,0.289,294.41,48.26,35.74,42.01,25
29885,2017,38,0.269,292.43,46.44,39.93,43.19,25
29886,2017,39,0.249,290.28,44.12,44.18,44.15,25
29887,2017,40,0.225,287.5,40.22,52.68,46.46,25
29888,2017,41,0.199,284.33,36.2,60.73,48.47,25
29889,2017,42,0.172,280.92,33.36,64.82,49.09,25
29890,2017,43,0.15,277.66,32.76,64.21,48.49,25
29891,2017,44,0.129,275.02,31.41,58.17,44.79,25
29892,2017,45,0.12,272.64,34.33,53.63,43.98,25
29893,2017,46,0.108,270.32,35.31,50.81,43.05,25
29894,2017,47,0.099,268.35,37.81,48.33,43.07,25
29895,2017,48,0.092,266.8,40.57,46.24,43.4,25
29896,2017,49,0.086,265.27,41.97,44.77,43.37,25
29897,2017,50,0.081,264.07,42.88,41.93,42.4,25
29898,2017,51,0.079,263.68,47.39,37.57,42.47,25
29899,2017,52,0.077,263.48,52.04,36.27,44.15,25
29900,2018,1,0.078,262.86,56.71,34.59,45.65,25
29901,2018,2,0.076,261.8,57.66,37.16,47.41,25
29902,2018,3,0.074,261.13,55.88,42.71,49.3,25
29903,2018,4,0.073,260.56,53.12,47.1,50.1,25
29904,2018,5,0.07,260.18,48.16,50.8,49.48,25
29905,2018,6,0.07,261.31,42.91,54.58,48.75,25
29906,2018,7,0.074,262.91,39.47,55.78,47.63,25
29907,2018,8,0.079,264.75,38.95,55.13,47.04,25
29908,2018,9,0.087,266.81,39.6,54.83,47.21,25
29909,2018,10,0.096,269.16,40.14,54.24,47.19,25
29910,2018,11,0.112,271.57,40.85,55.13,47.98,25
29911,2018,12,0.136,275.62,45.93,49.83,47.87,25
29912,2018,13,0.165,280.09,53.06,41.3,47.17,25
29913,2018,14,0.204,285.3,61.32,29.68,45.49,25
29914,2018,15,0.243,289.26,67.59,21.48,44.53,25
29915,2018,16,0.28,292.2,72.1,16.45,44.28,25
29916,2018,17,0.316,294.28,73.82,16.53,45.17,25
29917,2018,18,0.347,295.65,74.13,20.16,47.14,25
29918,2018,19,0.374,296.69,73.12,23.61,48.36,25
29919,2018,20,0.396,297.53,71.74,25.87,48.81,25
29920,2018,21,0.415,298.08,70.9,28.64,49.77,25
29921,2018,22,0.427,298.63,69.43,29.45,49.44,25
29922,2018,23,0.434,298.81,68.19,31.44,49.81,25
29923,2018,24,0.437,298.68,67.2,35.63,51.41,25
29924,2018,25,0.438,298.66,67.2,38.86,53.03,25
29925,2018,26,0.436,298.57,66.9,42.14,54.52,25
29926,2018,27,0.432,298.31,66.14,47.25,56.7,25
29927,2018,28,0.428,298.23,66.6,50.29,58.45,25
29928,2018,29,0.425,298.5,68.2,49.24,58.72,25
29929,2018,30,0.419,298.82,69.06,47.47,58.26,25
29930,2018,31,0.409,299.14,68.98,44.16,56.57,25
29931,2018,32,0.398,299.66,68.7,37.11,52.91,25
29932,2018,33,0.384,299.78,66.64,31.64,49.15,25
29933,2018,34,0.366,299.44,63.58,27.3,45.44,25
29934,2018,35,0.347,298.91,61.4,20.79,41.1,25
29935,2018,36,0.329,297.92,60.46,15.88,38.17,25
29936,2018,37,0.312,296.26,60.31,16.1,38.2,25
29937,2018,38,0.296,294.47,60.57,18.16,39.37,25
29938,2018,39,0.283,292.86,62.05,16.41,39.23,25
29939,2018,40,0.269,290.98,62.65,15.24,38.94,25
29940,2018,41,0.248,288.77,61.86,15.55,38.7,25
29941,2018,42,0.227,286.55,61.46,14.2,37.82,25
29942,2018,43,0.203,284.02,60.11,16.09,38.09,25
29943,2018,44,0.179,281.12,57.75,17.6,37.66,25
29944,2018,45,0.164,277.17,58.97,26.9,42.92,25
29945,2018,46,0.141,272.89,55.68,36.8,46.23,25
29946,2018,47,0.119,269.02,51.5,44.43,47.96,25
29947,2018,48,0.099,265.6,46.08,51.13,48.6,25
29948,2018,49,0.082,262.42,39.8,56.5,48.14,25
29949,2018,50,0.07,259.45,34.7,60.35,47.53,25
29950,2018,51,0.062,257.26,33.52,62.47,48.0,25
29951,2018,52,0.058,256.06,33.57,63.05,48.31,25
29952,2019,1,0.056,255.6,36.1,62.67,49.39,25
29953,2019,2,0.057,255.75,38.4,61.53,49.96,25
29954,2019,3,0.059,256.52,41.58,58.77,50.17,25
29955,2019,4,0.065,258.49,45.62,53.27,49.44,25
29956,2019,5,0.073,261.82,49.73,45.29,47.51,25
29957,2019,6,0.086,265.46,53.97,37.71,45.84,25
29958,2019,7,0.102,269.42,58.69,29.63,44.16,25
29959,2019,8,0.12,273.2,63.73,23.02,43.37,25
29960,2019,9,0.138,276.51,67.58,18.76,43.16,25
29961,2019,10,0.156,279.84,70.27,15.03,42.64,25
29962,2019,11,0.174,282.79,71.83,11.37,41.59,25
29963,2019,12,0.193,285.49,73.3,9.91,41.6,25
29964,2019,13,0.209,287.62,73.18,9.8,41.49,25
29965,2019,14,0.229,289.52,73.02,9.24,41.13,25
29966,2019,15,0.252,291.08,72.23,10.97,41.6,25
29967,2019,16,0.277,292.27,70.45,17.21,43.83,25
29968,2019,17,0.304,293.26,68.68,26.11,47.39,25
29969,2019,18,0.333,294.12,67.83,34.37,51.1,25
29970,2019,19,0.361,294.83,67.22,41.18,54.2,25
29971,2019,20,0.388,295.52,68.09,44.95,56.52,25
29972,2019,21,0.413,296.3,70.25,45.13,57.69,25
29973,2019,22,0.43,296.84,71.16,45.64,58.4,25
29974,2019,23,0.443,297.48,73.17,43.09,58.13,25
29975,2019,24,0.451,298.25,75.19,38.82,57.01,25
29976,2019,25,0.45,298.45,74.01,40.2,57.11,25
29977,2019,26,0.444,298.39,71.03,43.33,57.18,25
29978,2019,27,0.438,298.55,68.62,44.28,56.45,25
29979,2019,28,0.429,298.65,66.76,45.71,56.24,25
29980,2019,29,0.42,298.66,65.41,47.53,56.47,25
29981,2019,30,0.411,298.76,64.73,47.73,56.23,25
29982,2019,31,0.4,299.2,64.01,43.06,53.54,25
29983,2019,32,0.387,299.45,62.57,38.53,50.55,25
29984,2019,33,0.372,299.45,60.26,34.22,47.25,25
29985,2019,34,0.356,299.43,57.88,26.82,42.35,25
29986,2019,35,0.335,298.79,54.99,21.68,38.34,25
29987,2019,36,0.315,297.8,53.06,16.92,34.99,25
29988,2019,37,0.294,296.46,51.51,14.34,32.93,25
29989,2019,38,0.275,294.69,49.6,15.98,32.79,25
29990,2019,39,0.256,293.0,47.96,14.72,31.34,25
29991,2019,40,0.237,291.36,46.55,11.13,28.84,25
29992,2019,41,0.219,289.44,46.69,8.79,27.74,25
29993,2019,42,0.2,287.34,47.34,7.38,27.36,25
29994,2019,43,0.18,285.26,47.7,6.83,27.26,25
29995,2019,44,0.162,282.96,48.37,5.34,26.85,25
29996,2019,45,0.155,280.88,53.56,5.1,29.33,25
29997,2019,46,0.14,278.28,54.64,8.25,31.44,25
29998,2019,47,0.128,275.7,56.72,11.46,34.08,25
29999,2019,48,0.119,273.92,59.36,12.32,35.84,25
30000,2019,49,0.11,272.42,60.07,12.78,36.42,25
